index,language_key,language_sample,language_production,name,body,face,select_index,bg,next_index,appear_production,appear_production_time,appear_production_value,auto_next,my_name,gallery,bgm,bgm_fade_time,sfx,sfx_type,cg_production,ending
1472,story_344,“하연.”,,4,Character_2,,,7,1473,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1473,story_345,"그 말이 떨어지는 순간 심장이, 세차게 울렸다.",,,,,,7,1474,,,,FALSE,FALSE,,Moonlit Palace Key,,HeartBeat,-1,CG_Fly_Yellow,
1474,story_346,“...윽...!”,,9,Character_Main_0,Character_Main_0_9,,7,1475,23,1,5,FALSE,FALSE,,Moonlit Palace Key,,HeartBeat,-1,CG_Fly_Yellow,
1475,story_347,“...아이야...”,,3,Character_Main_0,Character_Main_0_6,,7,1476,,,,FALSE,FALSE,,Moonlit Palace Key,,HeartBeat,-1,CG_Fly_Yellow,
1476,story_348,이건 내 감정이 아니다.,,,Character_Main_0,Character_Main_0_6,,7,1477,,,,FALSE,FALSE,,Moonlit Palace Key,,HeartBeat,-1,CG_Fly_Yellow,
1477,story_349,...그의 감정이다.,,,Character_Main_0,Character_Main_0_6,,7,1478,,,,FALSE,FALSE,,Moonlit Palace Key,,HeartBeat,-1,CG_Fly_Yellow,
1478,story_350,그의 불안과 설명할 수 없는 흔들림이,,,Character_Main_0,Character_Main_0_6,,7,1479,,,,FALSE,FALSE,,Moonlit Palace Key,,HeartBeat,-1,CG_Fly_Yellow,
1479,story_351,계속해서 전해져 왔다.,,,Character_Main_0,Character_Main_0_6,,7,1480,,,,FALSE,FALSE,,Moonlit Palace Key,,HeartBeat,-1,CG_Fly_Yellow,
1480,story_352,“그 연결은 우연이 아니다.”,,4,Character_2,,,7,1481,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1481,story_353,“이미 한 번 이어졌던 인연이...다시 이어진 것뿐.”,,4,Character_2,,,7,1482,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1482,story_354,“...연결...이요...?”,,9,Character_2,,,7,1483,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1483,story_355,“너희 둘 사이에 있는 그것 말이다.”,,4,Character_2,,,7,1484,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1484,story_356,"“감정, 생명, 그리고...기억까지.”",,4,Character_2,,,7,1485,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1485,story_357,“기억...이라뇨...?”,,9,Character_2,,,7,1486,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1486,story_358,"“잊혀진 것은, 사라진 것이 아니다.”",,4,Character_2,,,7,1487,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1487,story_359,"“단지, 닿지 않는 곳에 있을 뿐.”",,4,Character_2,,,7,1488,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1488,story_360,“...이 연결을 끊는 방법은... 있는 겁니까.”,,3,Character_Main_0,Character_Main_0_8,,7,1489,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1489,story_361,“...있다.”,,4,Character_2,,,7,1490,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1490,story_362,"“하지만, 나는 개입할 수 없다.”",,4,Character_2,,,7,1491,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1491,story_363,“...왜요?”,,9,Character_2,,,7,1492,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1492,story_364,“그건...‘경계’의 문제이기 때문이다.”,,4,Character_2,,,7,1493,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1493,story_365,"“너희의 기억은, 이미...”",,4,Character_2,,,7,1494,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1494,story_366,“명계에 묻혀 있으니.”,,4,Character_2,,,7,1495,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1495,story_367,“명계...”,,9,Character_2,,,7,1496,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1496,story_368,(천계에 이어 명계라니...),,9,Character_2,,,7,1497,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1497,story_369,“그곳에 가거라.”,,4,Character_2,,,7,1498,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1498,story_370,“잃어버린 것을 되찾고...스스로 선택해라.”,,4,Character_2,,,7,1499,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1499,story_371,"“...끊을 것인지, 이어갈 것인지.”",,4,Character_2,,,7,1500,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1500,,,,9,,,6,7,,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1600,story_372,"“...이런 건, 원하지 않았어요.”",,9,Character_Main_0,Character_Main_0_7,,7,1601,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1601,story_373,"“끊을 수 있다면, 끊고 싶어요.”",,9,Character_Main_0,Character_Main_0_7,,7,1602,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1602,story_374,그가 조용히 고개를 끄덕이며 말했다.,,,Character_Main_0,Character_Main_0_7,,7,1603,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1603,story_375,“...그래.”,,3,Character_Main_0,Character_Main_0_8,,7,1604,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1604,story_376,"“네가 원한다면, 그렇게 하자.”",,3,Character_Main_0,Character_Main_0_8,,7,1605,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1605,story_377,그의 감정이 미세하게 흔들리는 것이 느껴졌다.,,,Character_Main_0,Character_Main_0_8,,7,1606,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1606,story_378,“신님도 계속 이런 상태라면 불편할 거예요.”,,9,Character_Main_0,Character_Main_0_8,,7,1607,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1607,story_379,그는 아무 말도 하지 않았지만,,,Character_Main_0,Character_Main_0_8,,7,1608,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1608,story_380,표정을 보자 왠지 모르게 가슴 한쪽이 아려왔다.,,,Character_Main_0,Character_Main_0_8,,7,1700,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1609,story_381,“...왜 제게...이런 일이 일어난 건지...알고 싶어요.”,,9,Character_Main_0,Character_Main_0_1,,7,1610,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1610,story_382,“...그래.”,,3,Character_Main_0,Character_Main_0_1,,7,1611,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1611,story_383,"“나도, 알고 싶구나.”",,3,Character_Main_0,Character_Main_0_1,,7,1612,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1612,story_384,"그가 조용히 웃었지만, 눈빛이 깊어졌다.",,,Character_Main_0,Character_Main_0_1,,7,1700,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1613,story_385,“...이게 뭔지도 모르겠고...”,,9,Character_Main_0,Character_Main_0_6,,7,1614,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1614,story_386,“너무...너무 혼란스러워요.”,,9,Character_Main_0,Character_Main_0_6,,7,1615,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1615,story_387,“...괜찮다.”,,3,Character_Main_0,Character_Main_0_6,,7,1616,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1616,story_388,“천천히 생각해도 된단다.”,,3,Character_Main_0,Character_Main_0_6,,7,1617,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1617,story_389,"“...내가, 너와 함께 있을 테니.”",,3,Character_Main_0,Character_Main_0_6,,7,1618,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1618,story_390,그가 걱정하는 듯이 나를 바라보았다.,,,Character_Main_0,Character_Main_0_6,,7,1700,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1700,story_391,"“선택은, 언제나 늦지 않는다.”",,4,Character_2,,,7,1701,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1701,story_392,"“하지만...대가는, 반드시 따르지.”",,4,Character_2,,,7,1702,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1702,story_393,“...가거라.”,,4,Character_2,,,7,1703,,,,FALSE,FALSE,,Moonlit Palace Key,,,,CG_Fly_Yellow,
1703,story_394,천제가 손을 뻗자 빛이 번지듯,,,,,,7,1704,27,1,0.6,FALSE,FALSE,,Moonlit Palace Key,3,,,CG_Fly_Yellow,
1704,story_395,시야가 흐려졌다.,,,,,,7,1705,1/27,2/1,0/0.8,FALSE,FALSE,,,,,,CG_Fly_Yellow,
1705,story_396,"달빛 아래,",,,,,,1,1706,2/26,2/2,0/0,FALSE,FALSE,,Moss Gate,3,Forest_4,-1,CG_101_Fly,
1706,story_397,우리는 말없이 서 있었다.,,,,,,1,1707,,,,FALSE,FALSE,,Moss Gate,,Forest_4,-1,CG_101_Fly,
1707,story_398,천계에 다녀온 뒤로 가슴 한구석이 계속 답답하게 아려 왔다.,,,,,,1,1708,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1708,story_399,(이건 도대체...),,9,,,,1,1709,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1709,story_552,(누구의 감정인 거야...),,9,,,,1,1710,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1710,story_400,이 감정이 그의 것인지... 내 것인지...,,,,,,1,1711,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1711,story_401,도무지 알 수 없었다.,,,,,,1,1712,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1712,story_402,"생각에 잠겨 있을 때, 그가 조용히 입을 열었다.",,,,,,1,1713,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1713,story_403,"“...날이 차구나, 아이야.”",,3,Character_Main_0,Character_Main_0_1,,1,1714,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1714,story_404,"“명계에 가야 하니,”",,3,Character_Main_0,Character_Main_0_1,,1,1715,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1715,story_405,“지금은...일단 쉬자꾸나.”,,3,Character_Main_0,Character_Main_0_1,,1,1716,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1716,story_406,나는 말없이 고개를 끄덕였다.,,,Character_Main_0,Character_Main_0_1,,1,1717,,,,FALSE,FALSE,,Moss Gate,,,,CG_101_Fly,
1717,story_407,"그를 따라, 그의 신당 안으로 들어갔다.",,,,,,4,1718,3,0.7,0,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1718,story_408,가만히 앉아 천계에서 들었던 말들을 되새겼다.,,,,,,4,1719,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1719,story_409,(기억...연결...명계...),,9,,,,4,1720,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1720,story_410,머릿속이 복잡하게 뒤엉킨다.,,,,,,4,1721,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1721,story_411,걱정과 불안이 천천히 마음을 짓눌렀다.,,,,,,4,1722,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1722,story_412,"그때, 그가 조용히 내 옆으로 다가왔다.",,,Character_Main_0,Character_Main_0_1,,4,1723,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1723,story_413,"부드러운 손길이, 내 머리 위에 닿았다.",,,Character_Main_0,Character_Main_0_1,,4,1724,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1724,story_414,“걱정이 많을 테지.”,,3,Character_Main_0,Character_Main_0_7,,4,1725,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1725,story_415,"“...네 불안이, 전해지고 있단다.”",,3,Character_Main_0,Character_Main_0_7,,4,1726,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1726,story_416,"나는 아무 말도 하지 못한 채,",,,Character_Main_0,Character_Main_0_1,,4,1727,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1727,story_417,그의 손길을 가만히 느끼고 있었다.,,,Character_Main_0,Character_Main_0_1,,4,1728,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1728,story_418,"이내 그가, 나에게 가까이 다가왔다.",,,Character_Main_0,Character_Main_0_1,,4,1729,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1729,story_419,“...?”,,9,Character_Main_0,Character_Main_0_1,,4,1730,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1730,story_420,"그의 얼굴이 점점 가까워지자,",,,Character_Main_0,Character_Main_0_1,,4,1731,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1731,story_421,놀라서 몸이 굳었다.,,,Character_Main_0,Character_Main_0_1,,4,1732,,,,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1732,story_422,“...!”,,9,Character_Main_0,Character_Main_0_1,,4,1733,23/17,1/2,5/2,FALSE,FALSE,,Moss Gate,,,,CG_102_Fly,
1733,story_423,“...잠깐...!”,,9,Character_Main_0,Character_Main_0_1,,4,1734,1/23,0.5/1,0/5,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1734,story_424,당황한 나는 눈을 질끈 감았다.,,,Character_Main_0,Character_Main_0_1,,4,1735,1,2,0,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1735,story_425,내 심장이 세차게 뛰기 시작했다.,,,Character_Main_0,Character_Main_0_1,,4,1736,1,2,0,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1736,story_426,“너무 걱정하지 말거라...”,,3,Character_Main_0,Character_Main_0_1,,4,1737,1,2,0,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1737,story_427,"그가 나를 조심스럽게, 그리고 부드럽게 끌어안으며",,,Character_Main_0,Character_Main_0_1,,4,1738,1,2,0,FALSE,FALSE,,Moss Gate,,HeartBeat/Clothes,-1/1,CG_102_Fly,
1738,story_428,내 등을 천천히 토닥였다.,,,Character_Main_0,Character_Main_0_1,,4,1739,2,1,0,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1739,story_429,(키스하려는 줄 알았어...!),,9,,,,4,1740,23,3,2,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1740,story_430,“......”,,3,Character_Main_0,Character_Main_0_2,,4,1741,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1741,story_431,“...아이야.”,,3,Character_Main_0,Character_Main_0_2,,4,1742,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1742,story_432,"“…지금, 무슨 생각을 하는 거니.”",,3,Character_Main_0,Character_Main_0_3,,4,1743,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1743,story_433,그의 이마가 내 이마에 가볍게 맞닿았다.,,,Character_Main_0,Character_Main_0_2,,4,1744,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1744,story_434,"...아마도, 그는 나를 위로해주려 했던 것 같았다.",,,Character_Main_0,Character_Main_0_2,,4,1745,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1745,story_435,"“...뭐, 뭐가요!”",,9,Character_Main_0,Character_Main_0_2,,4,1746,23,1,5,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1746,story_436,혼자 한 착각에 얼굴이 뜨겁게 달아올랐다.,,,Character_Main_0,Character_Main_0_2,,4,1747,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1747,story_437,“...너무 선명하게 전해져서...”,,3,Character_Main_0,Character_Main_0_11,,4,1748,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1748,story_438,“...읏...”,,3,Character_Main_0,Character_Main_0_11,,4,1749,23,1,5,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1749,story_439,“...곤란하구나.”,,3,Character_Main_0,Character_Main_0_11,,4,1750,,,,FALSE,FALSE,,Moss Gate,,HeartBeat,-1,CG_102_Fly,
1750,story_440,"그 역시 내 감정을 느끼고 있는 듯,",,,Character_Main_0,Character_Main_0_4,,4,1751,,,,FALSE,FALSE,,Moss Gate,3,HeartBeat,-1,CG_102_Fly,
1751,story_441,얼굴이 붉어진 채 시선을 피했다.,,,Character_Main_0,Character_Main_0_4,,4,1752,,,,FALSE,FALSE,,,,HeartBeat,-1,CG_102_Fly,
1752,story_442,주변이 조용해지며,,,,,,102,1753,3,0.5,0,FALSE,FALSE,2,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1753,story_443,정적이 흘렀다.,,,,,,102,1754,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1754,story_444,텅 빈 신당 안에는,,,,,,102,1755,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1755,story_445,누구의 것인지 모를 심장 소리만이 가득 찼다.,,,,,,102,1756,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1756,story_446,(이상해...),,9,,,,102,1757,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1757,story_447,"(이렇게 가까이 있는 게,)",,9,,,,102,1758,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1758,story_448,(이렇게... 아무렇지도 않은 게.),,9,,,,102,1759,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1759,story_449,"(아니야, 아무렇지 않은 게 아니라 도망치지 못하고 있는 거야...)",,9,,,,102,1760,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1760,story_450,"(떨어져야 하는데, 그러고 싶지 않아...)",,9,,,,102,1761,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1761,story_451,그의 숨이 닿을 만큼 가까운 거리.,,,,,,102,1762,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1762,story_452,"그리고 그의 감정이, 그대로 흘러 들어온다.",,,,,,103,1763,8,1,0,FALSE,FALSE,3,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1763,story_453,"조심스러움,",,,,,,103,1764,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1764,story_454,망설임.,,,,,,103,1765,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1765,story_455,그리고...,,,,,,103,1766,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1766,story_456,참고 있는 무언가.,,,,,,103,1767,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1767,story_457,(...이거...),,9,,,,103,1768,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1768,story_458,(내 감정 아니야...),,9,,,,103,1769,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1769,story_459,(아닌데...그와 닿고 싶어...),,9,,,,103,1770,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1770,story_460,“...아이야.”,,3,,,,103,1771,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1771,story_461,"그의 목소리가,",,,,,,103,1772,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1772,story_462,평소보다 낮게 가라앉아 있었다.,,,,,,103,1870,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1870,,,,9,,,7,103,,,,,FALSE,FALSE,,CG_Music_9,1,,,CG_102_Fly,
1871,story_463,“...!”,,3,,,,104,1872,3/23,0.7/1,0/5,FALSE,FALSE,4,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1872,story_464,그의 숨이 순간 멈췄다.,,,,,,104,1873,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1873,story_465,"내 어깨를 잡고 있던 그의 손에,",,,,,,104,1874,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1874,story_466,미묘하게 힘이 들어가는 게 느껴졌다.,,,,,,104,1875,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1875,story_467,“{0}... 그건...”,,3,,,,104,1876,,,,FALSE,TRUE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1876,story_468,"그는 말을 잇지 못한 채,",,,,,,104,1877,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1877,story_469,시선을 피하려다 멈췄다.,,,,,,104,1878,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1878,story_470,"참고 있는 감정이,",,,,,,104,1879,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1879,story_471,점점 짙어지고 있었다.,,,,,,104,1880,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1880,story_472,“...옆에... 있어주세요...”,,9,,,,104,1881,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1881,story_473,그 한마디에,,,,,,104,1882,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1882,story_474,그가 더는 물러나지 않았다.,,,,,,104,1883,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1883,story_475,천천히 고개가 기울어졌다.,,,,,,104,1884,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat/Clothes,-1/1,CG_102_Fly,
1884,story_476,"닿기 직전,",,,,,,104,1885,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1885,story_477,아주 잠깐 멈췄다.,,,,,,104,1886,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1886,story_478,"숨이 얽히고,",,,,,,104,1887,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1887,story_479,심장이 미친 듯이 뛰었다.,,,,,,104,1888,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1888,story_480,그리고...,,,,,,104,1889,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1889,story_481,입술이 닿았다.,,,,,,104,1890,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1890,story_482,"조심스럽지만,",,,,,,104,1891,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1891,story_483,더 이상 참지 않은 느낌.,,,,,,104,1892,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1892,story_484,“...하...”,,3,,,,104,1893,23,1,3,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1893,story_485,그가 아주 작게 숨을 내쉰다.,,,,,,104,1894,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1894,story_486,“......”,,3,,,,104,1895,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1895,story_487,"“...내가 먼저, 참지 못했구나.”",,3,,,,104,1896,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1896,story_488,"그의 얼굴이, 어쩔 줄 모른다는 듯이 붉어졌다.",,,,,,104,2000,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1897,story_489,“...내가 어떤 상태인지...”,,9,,,,103,1898,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1898,story_490,“...그래.”,,3,,,,103,1899,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1899,story_491,“전부.”,,3,,,,103,1900,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1900,story_492,"그의 손이,",,,,,,103,1901,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1901,story_493,나를 붙잡은 채 멈춰 있었다.,,,,,,103,1902,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1902,story_494,“윽...이대로라면...”,,3,,,,103,1903,23,1,3,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1903,story_495,그가 더 말하지 못하고 멈췄다.,,,,,,103,1904,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1904,story_496,하지만...,,,,,,103,1905,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1905,story_497,이미 전해지고 있었다.,,,,,,103,1906,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1906,story_498,참고 있는 그의 감정이.,,,,,,103,1907,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1907,story_499,“...그럼...”,,9,,,,103,1908,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1908,story_500,"말이 끝나기도 전에,",,,,,,103,1909,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1909,story_501,내 시선이 그의 입술에 닿았다.,,,,,,103,1910,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1910,story_502,그 순간—,,,,,,103,1911,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1911,story_503,그의 숨이 아주 짧게 흔들렸다.,,,,,,103,1912,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1912,story_504,“...{0}...”,,3,,,,103,1913,,,,FALSE,TRUE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1913,story_505,"내 이름을 부르는 목소리가,",,,,,,103,1914,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1914,story_506,낮고 부드럽게 내려앉았다.,,,,,,103,1915,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1915,story_507,(도망쳐야 하는데...),,9,,,,103,1916,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
1916,story_508,(이상하게도...싫지 않아...),,9,,,,103,1917,,,,FALSE,FALSE,,CG_Music_9,1,HeartBeat,-1,CG_102_Fly,
